           2079,           2203,           1419,           2482,           2853,            906,           1257,           2413,           1378,           1445,           1913,            740,            827,           2660,           1550,           2134,           2700,           1589,     2147483647,             64,           1979,           1344,           1221,           2517,           2726,            439,            440,            356,             46,           2537,            748,           2709,           2235,            241,           2615,           1765,           2875,            190,           2072,           1598,           2002,           1782,           2758,            758,           1878,           1133,            185,           1826,           2230,           1664,           1276,           1399,            214,            844,             38,           1910,           2161,            143,           1174,           2393,           2083,           1178,            733,           2562,            192,            412,           2907,           1968,           2375,           1209,           2253,           1319,           2354,           2039,           2182,           2811,           2503,           1472,            915,            635,
           1341,            828,           1074,             47,           1823,           2240,           1278,           1079,           2218,           2201,            203,           1640,           1891,            360,           2742,            609,           2294,           2470,             64,     2147483647,           1638,           1500,            579,           2365,           2863,           1017,           2740,           1976,           2936,            379,           1497,           1944,           2825,            343,           2492,            582,            456,           2234,           1471,           2780,           2032,            845,           1603,            256,           1678,           2741,           2935,            177,           2445,            689,           2886,           2986,            489,           1699,            809,            319,            855,            924,           1798,           1961,           1874,            882,           2458,           2352,            919,           1120,            665,            579,           2289,             11,           1771,            117,           2423,            628,           2478,           2199,            552,           2919,           2319,            720,
           2991,            484,           1008,           1240,            904,            315,            737,           1956,            192,            716,           2631,            992,           2865,            284,           1416,            690,           1160,           2278,           1979,           1638,     2147483647,            402,           2329,           1239,           2235,           2117,           1892,           1490,           2187,           1831,             70,           2678,           1751,           2384,           1470,           1086,            832,            470,           1023,            216,            596,           1381,           1044,            364,            103,           1755,           2403,            350,           2211,            396,           2106,           2247,           2157,            358,           1391,           1938,           2518,            307,           1085,           1285,           1545,            899,           2891,            210,           2295,           2950,           1966,            926,           2025,            631,           2365,           1171,           1119,            706,           1015,            418,           2513,            622,            522,            304,
            787,           2649,           2474,            675,           1911,           1428,           2101,           1655,            190,           2817,           2601,             96,           2854,           2723,           2215,           2481,            793,            895,           1344,           1500,            402,     2147483647,           1361,           2837,           1542,             92,           1763,           1051,           2030,           1789,            823,           2955,            854,           1277,           1369,           2193,            444,            158,            436,           2950,           1841,            659,            317,           1953,            866,            798,           1508,           1927,           2626,            125,           1837,           2494,            786,           1640,            615,           2593,            248,           1371,           2173,            177,           1230,            747,           1240,            203,            133,           1125,            382,           2331,            730,           1063,           2225,            694,            134,           1455,           2825,           1318,            427,           1780,           1591,           2926,
           2987,           1833,           2004,            922,            894,           1897,           2252,           1455,            650,           2515,            480,           2714,           1708,           1093,           1289,           1727,            332,           1563,           1221,            579,           2329,           1361,     2147483647,           1555,            670,           1101,           2674,           2975,           2664,            404,           1961,           2943,           1002,           1986,           2890,            508,           2283,           1904,           2393,             73,           1737,           1024,           1884,           2906,            492,            477,            916,           2821,            994,           2362,           1161,           1275,           1700,            560,            943,           1809,             61,           2571,           2615,           1073,           1161,           2716,           1409,           1312,            385,           1275,           2128,             86,           2896,            831,            700,           1963,           1035,             43,           1590,           1157,           2419,           1383,           2760,           1422,
           2382,           1582,           2181,           2820,           1277,            156,           2361,           1939,           1124,            269,            994,           2426,           1159,           2608,           1535,            849,           2090,           1475,           2517,           2365,           1239,           2837,           1555,     2147483647,           1183,           2935,           1123,           1554,           1462,             65,           1799,           1739,            433,           1043,           1203,           1523,           1308,           1614,            823,           2373,           1212,           1381,           2988,           1547,           1288,            528,           2748,            201,            878,           1706,            728,           1755,            448,           1899,            967,            634,           1893,            749,           2695,            817,           2824,           2058,            242,            455,            454,           2006,           2891,            517,           1423,           1883,           1010,            674,           2208,            575,           2907,           1421,           2914,           2974,           1562,           2982,
            513,           1433,           2539,             38,            591,            442,           2874,           2111,            490,           2614,           2825,            887,           1804,           2868,           1773,           1199,           1588,           1654,           2726,           2863,           2235,           1542,            670,           1183,     2147483647,            743,           1454,           2242,            230,           2376,           1443,           1060,           1262,             85,           1866,           1046,           2532,             76,            118,           1240,            549,           2523,           2391,            328,           2220,            187,           1738,           1267,           1656,            932,           2372,           1453,           2353,            251,            307,            666,            186,            407,            797,           1194,           1148,            916,           2887,           2382,           2003,           2985,           1025,           2218,           2346,            626,           1199,           1182,           2084,           2587,           1164,            799,           2366,            884,           1811,           1215,
           2023,            252,           2356,            955,            912,            588,           2378,            723,           1791,           2490,           1102,           2089,           1420,            316,           1235,           1649,           1579,            728,            439,           1017,           2117,             92,           1101,           2935,            743,     2147483647,            969,           2816,             17,           2310,           1769,           2371,           2394,            125,           1382,            722,            301,           1932,           1130,           2159,           1773,           2500,            518,           1509,            750,           1863,            826,           2432,           1498,            515,           1765,            839,              4,           2228,            935,           1509,            484,           2114,            921,           1583,           1236,            728,           2545,           1678,           1883,           1212,            539,            152,            270,           2216,            642,           1921,           1446,           2484,             85,           2877,           2537,           2943,           1111,           1877,
           1453,            709,           2959,            455,           1318,            237,            806,           2544,           2853,            341,           1940,           1833,            248,            521,             35,             91,           1745,           2004,            440,           2740,           1892,           1763,           2674,           1123,           1454,            969,     2147483647,           1592,            458,           1901,            756,           2687,           1946,            175,           2474,           1374,           2253,            582,           1673,           1144,            381,           2227,           2459,            821,            236,            943,            397,           1640,           1049,           2933,           1949,           1691,           1686,           1482,           2623,           1675,           1956,           2696,            561,           2510,           1049,            717,           2689,           1985,            555,           1384,            244,           2738,           1285,            109,            707,           1357,           2669,           2615,           1629,           2293,            755,           2298,            443,            251,
           2586,           1020,           1018,           1443,           2923,            960,           2769,           2773,           2490,             81,           2489,            838,           1772,           2798,            903,           1641,           1511,           1409,            356,           1976,           1490,           1051,           2975,           1554,           2242,           2816,           1592,     2147483647,           1326,           2139,           1455,           1592,            495,           1024,           1122,           1876,              3,           1404,           1287,            703,            309,            666,           1514,           2594,           1074,           2133,            740,           1711,           2509,           2371,           2713,            431,           2604,            847,           1533,           2683,           1542,           2286,           2978,           2975,           2297,           2524,           2103,            987,           1737,           2256,            252,           1723,           1979,           1472,            895,            984,           2871,           1612,           1896,           1632,            601,            645,           1704,           2165,
           2913,           1251,           2996,           2546,            955,           1879,           1561,            960,           2150,           1787,           2741,            815,           1091,           2910,            562,           1100,            250,           2481,             46,           2936,           2187,           2030,           2664,           1462,            230,             17,            458,           1326,     2147483647,             40,            925,           1045,           2771,           1485,            149,           1994,           2838,           1511,           2153,           1578,           2335,            479,            456,           2188,           2216,            144,           2605,           2757,           2534,            508,           1208,              0,            649,            859,           1640,           1626,            917,           1156,           1945,           1353,           1148,           1890,            969,           1326,           1501,           1575,            116,           2887,           2520,            190,           1294,            442,           2118,            212,             13,           2097,           2891,            549,           1457,           2398,
           2534,            861,           2868,           1022,            618,           2125,           1147,           2328,           1369,            936,           2186,             28,           2943,           1374,           2158,           2184,           1636,           1676,           2537,            379,           1831,           1789,            404,             65,           2376,           2310,           1901,           2139,             40,     2147483647,           1366,           2482,           1974,            895,           1089,           2567,           2232,            132,           1778,            934,           1011,           1518,           1315,           2429,           2852,           1080,           2665,           2836,            355,            499,            184,           1823,           1708,           2623,           1925,            491,           1414,           2261,           2079,           1566,           1360,            744,           2934,           2786,           1606,           2224,            323,            611,            198,           2655,           2422,           2516,           1148,           1466,            318,            678,           1803,            591,           2200,            538,
           1260,           2558,           1864,           1574,             55,           2933,            280,            409,            299,            213,            109,           2997,            889,            587,            119,           2242,           2398,           2047,            748,           1497,             70,            823,           1961,           1799,           1443,           1769,            756,           1455,            925,           1366,     2147483647,              1,           2202,           1342,           1459,           2752,           2198,           1206,           2583,            352,            425,           1586,           1454,           2490,           2138,            577,            886,           1398,            372,            780,           2159,           2307,            439,           1478,            856,           1458,           1458,            847,           2083,           2459,            427,            885,            884,           1092,            693,           2595,            503,           2704,            545,           1559,           1090,            929,           1884,           2261,           2542,           1134,           2719,           1649,           2778,           2418,
           1347,            607,           2620,            902,            498,           1362,           1553,           2780,           2427,           1931,           1906,            221,            640,           1096,           1196,            971,           1876,            477,           2709,           1944,           2678,           2955,           2943,           1739,           1060,           2371,           2687,           1592,           1045,           2482,              1,     2147483647,            233,           2868,            197,           2958,            744,           1428,            427,           1471,           2150,           1916,           2502,           1294,           1137,           2918,           1297,            373,           1418,           2309,           2958,           2594,            139,           2186,           1131,            260,           2720,            971,           2296,           1545,           2492,           2740,            319,            457,             25,           1062,             22,           1239,           1905,            182,            646,           2410,           1851,           1078,           1658,           1402,           1060,            273,            405,           2501,
           2804,            269,           2385,           2782,           2570,           1277,            612,           2307,            556,            315,           2780,            470,            237,            835,            102,           2388,           2560,            854,           2235,           2825,           1751,            854,           1002,            433,           1262,           2394,           1946,            495,           2771,           1974,           2202,            233,     2147483647,           1783,           1873,            481,           1733,           2318,           1992,            940,            339,            508,            737,           2128,           2481,           2690,           2753,           1802,           2181,           1932,           1073,           1238,           2771,           1483,           2280,           2029,            149,           2390,            680,           1855,            596,           2637,            513,           2751,           1049,            577,           2146,           1082,           2987,           2130,           2121,           2310,             23,           2384,            773,           2116,           2627,           1059,           1482,           1947,
            558,           2029,           2254,           2899,             57,            730,           2097,           2528,           1216,           1870,            707,           1256,           1730,            773,            559,            725,           2771,           2010,            241,            343,           2384,           1277,           1986,           1043,             85,            125,            175,           1024,           1485,            895,           1342,           2868,           1783,     2147483647,            765,           1064,            309,           2742,            390,           1365,           2329,            804,           1540,            718,           1410,           1569,           1670,           1239,           2109,           1077,           1470,           1094,            471,            173,           1868,           2601,           1494,            300,           1839,           2574,           1787,           2021,            892,            320,           1643,           1792,           2065,           2108,           1829,           2300,           1050,           1140,            402,           1441,           2083,           1507,            563,            995,           1667,            537,
           1849,            850,            778,           2055,           1853,            416,           1183,            383,           1694,           1266,           2723,           2018,           1399,           1262,           1930,            981,           1853,            766,           2615,           2492,           1470,           1369,           2890,           1203,           1866,           1382,           2474,           1122,            149,           1089,           1459,            197,           1873,            765,     2147483647,           1005,            873,            443,           2501,           2081,           2522,           1146,           2184,            250,           1479,           2321,           1179,           1311,           1237,            739,             48,           2243,           2678,           1147,           1373,            809,           2537,           2480,            211,            818,           2529,           1495,           1206,           2868,           2829,           1462,            355,           2558,            596,           2171,           1742,           1779,           1605,           2757,           1102,           2862,           1333,           2453,            251,           1226,
           2810,            929,           2553,           2832,            719,           1717,            967,            518,           1942,            657,            152,            769,            876,           1890,           1254,           1240,           1349,           1239,           1765,            582,           1086,           2193,            508,           1523,           1046,            722,           1374,           1876,           1994,           2567,           2752,           2958,            481,           1064,           1005,     2147483647,           1989,           1124,           2696,           1611,           2201,            180,            619,           2599,            499,           2016,           2257,           1933,            946,            786,           1586,           1498,           1502,           2828,            487,            219,           1860,           2624,           2667,           2012,            727,            768,           1208,            171,            136,            474,            927,           1117,           1555,           1398,           1005,           2365,           1435,           2801,           1987,           2013,           2221,            324,            893,           1981,
